Step,Function,Nodes,p,Is isomorphic,Test result,Test execution time,NX execution time
0,dummy_test,90,0.2,False,False,0.0009987354278564453,0.0
0,first_test,90,0.2,False,False,0.002000093460083008,0.0
0,second_test,90,0.2,False,False,0.0010662078857421875,0.0
0,third_test,90,0.2,False,False,0.0020258426666259766,0.0
1,dummy_test,90,0.2,False,False,0.0010597705841064453,0.0
1,first_test,90,0.2,False,False,0.002012491226196289,0.0
1,second_test,90,0.2,False,False,0.0009999275207519531,0.0
1,third_test,90,0.2,False,False,0.0020003318786621094,0.0
2,dummy_test,90,0.2,False,False,0.0020003318786621094,0.0
2,first_test,90,0.2,False,False,0.0015091896057128906,0.0
2,second_test,90,0.2,False,False,0.0010056495666503906,0.0
2,third_test,90,0.2,False,False,0.002000570297241211,0.0
0,dummy_test,100,0.2,False,False,0.0009975433349609375,0.0
0,first_test,100,0.2,False,False,0.003015279769897461,0.0
0,second_test,100,0.2,False,False,0.0011305809020996094,0.0
0,third_test,100,0.2,False,False,0.003000020980834961,0.0
1,dummy_test,100,0.2,False,False,0.0009996891021728516,0.0
1,first_test,100,0.2,False,False,0.002997875213623047,0.0
1,second_test,100,0.2,False,False,0.0009996891021728516,0.0
1,third_test,100,0.2,False,False,0.003002166748046875,0.0
2,dummy_test,100,0.2,False,False,0.0010113716125488281,0.0
2,first_test,100,0.2,False,False,0.0019910335540771484,0.0
2,second_test,100,0.2,False,False,0.0020134449005126953,0.0
2,third_test,100,0.2,False,False,0.0029985904693603516,0.0
0,dummy_test,110,0.2,False,False,0.0019991397857666016,0.0
0,first_test,110,0.2,False,False,0.0019998550415039062,0.0
0,second_test,110,0.2,False,False,0.003145456314086914,0.0
0,third_test,110,0.2,False,False,0.0020012855529785156,0.0
1,dummy_test,110,0.2,False,False,0.0019974708557128906,0.0
1,first_test,110,0.2,False,False,0.002002239227294922,0.0
1,second_test,110,0.2,False,False,0.0020003318786621094,0.0
1,third_test,110,0.2,False,False,0.003035306930541992,0.0
2,dummy_test,110,0.2,False,False,0.002002716064453125,0.0
2,first_test,110,0.2,False,False,0.002997159957885742,0.0
2,second_test,110,0.2,False,False,0.0020008087158203125,0.0
2,third_test,110,0.2,False,False,0.0029981136322021484,0.0
0,dummy_test,120,0.2,False,False,0.003000020980834961,0.0
0,first_test,120,0.2,False,False,0.002998828887939453,0.0
0,second_test,120,0.2,False,False,0.002000093460083008,0.0
0,third_test,120,0.2,False,False,0.0040166378021240234,0.0
1,dummy_test,120,0.2,False,False,0.0031015872955322266,0.0
1,first_test,120,0.2,False,False,0.0030007362365722656,0.0
1,second_test,120,0.2,False,False,0.003093242645263672,0.0
1,third_test,120,0.2,False,False,0.0035707950592041016,0.0
2,dummy_test,120,0.2,False,False,0.005523204803466797,0.0
2,first_test,120,0.2,False,False,0.003001689910888672,0.0
2,second_test,120,0.2,False,False,0.0029959678649902344,0.0
2,third_test,120,0.2,False,False,0.00400090217590332,0.0
0,dummy_test,130,0.2,False,False,0.005997419357299805,0.0
0,first_test,130,0.2,False,False,0.003999948501586914,0.0
0,second_test,130,0.2,False,False,0.0030012130737304688,0.0
0,third_test,130,0.2,False,True,0.008001089096069336,0.0
1,dummy_test,130,0.2,False,False,0.003082752227783203,0.0
1,first_test,130,0.2,False,False,0.004100322723388672,0.0
1,second_test,130,0.2,False,False,0.004052639007568359,0.0
1,third_test,130,0.2,False,False,0.00401759147644043,0.0
2,dummy_test,130,0.2,False,False,0.0030024051666259766,0.0
2,first_test,130,0.2,False,False,0.003998756408691406,0.0
2,second_test,130,0.2,False,False,0.0030443668365478516,0.0
2,third_test,130,0.2,False,False,0.003998279571533203,0.0
0,dummy_test,140,0.2,False,False,0.003000497817993164,0.0
0,first_test,140,0.2,False,False,0.003999233245849609,0.0
0,second_test,140,0.2,False,False,0.0030012130737304688,0.0
0,third_test,140,0.2,False,False,0.004998922348022461,0.0
1,dummy_test,140,0.2,False,False,0.0029993057250976562,0.0
1,first_test,140,0.2,False,False,0.003998756408691406,0.0
1,second_test,140,0.2,False,False,0.004000186920166016,0.0
1,third_test,140,0.2,False,False,0.004002094268798828,0.0
2,dummy_test,140,0.2,False,False,0.0030832290649414062,0.0
2,first_test,140,0.2,False,False,0.0040738582611083984,0.0
2,second_test,140,0.2,False,False,0.002999544143676758,0.0
2,third_test,140,0.2,False,False,0.0050983428955078125,0.0
0,dummy_test,150,0.2,False,False,0.0030007362365722656,0.0
0,first_test,150,0.2,False,False,0.004999876022338867,0.0
0,second_test,150,0.2,False,False,0.004000425338745117,0.0
0,third_test,150,0.2,False,False,0.004004716873168945,0.0
1,dummy_test,150,0.2,False,False,0.003055572509765625,0.00010251998901367188
1,first_test,150,0.2,False,False,0.0040972232818603516,0.00010251998901367188
1,second_test,150,0.2,False,False,0.004653453826904297,0.00010251998901367188
1,third_test,150,0.2,False,False,0.005140781402587891,0.00010251998901367188
2,dummy_test,150,0.2,False,False,0.00400233268737793,0.0
2,first_test,150,0.2,False,False,0.004999876022338867,0.0
2,second_test,150,0.2,False,False,0.004000663757324219,0.0
2,third_test,150,0.2,False,False,0.0049974918365478516,0.0
0,dummy_test,160,0.2,False,False,0.005106687545776367,0.0
0,first_test,160,0.2,False,False,0.005124568939208984,0.0
0,second_test,160,0.2,False,False,0.0051729679107666016,0.0
0,third_test,160,0.2,False,False,0.005133152008056641,0.0
1,dummy_test,160,0.2,False,False,0.004000186920166016,0.0
1,first_test,160,0.2,False,False,0.004000186920166016,0.0
1,second_test,160,0.2,False,False,0.00500178337097168,0.0
1,third_test,160,0.2,False,False,0.005011320114135742,0.0
2,dummy_test,160,0.2,False,False,0.004122734069824219,0.0
2,first_test,160,0.2,False,False,0.005124330520629883,0.0
2,second_test,160,0.2,False,False,0.0046138763427734375,0.0
2,third_test,160,0.2,False,False,0.0051326751708984375,0.0
0,dummy_test,170,0.2,False,False,0.004994630813598633,0.0
0,first_test,170,0.2,False,False,0.0049974918365478516,0.0
0,second_test,170,0.2,False,False,0.006002187728881836,0.0
0,third_test,170,0.2,False,False,0.006999969482421875,0.0
1,dummy_test,170,0.2,False,False,0.0049970149993896484,0.0
1,first_test,170,0.2,False,False,0.006008148193359375,0.0
1,second_test,170,0.2,False,False,0.004992485046386719,0.0
1,third_test,170,0.2,False,False,0.0060024261474609375,0.0
2,dummy_test,170,0.2,False,False,0.005002260208129883,0.0
2,first_test,170,0.2,False,False,0.004999876022338867,0.0
2,second_test,170,0.2,False,False,0.005198478698730469,0.0
2,third_test,170,0.2,False,False,0.006144523620605469,0.0
0,dummy_test,180,0.2,False,False,0.0045278072357177734,0.0
0,first_test,180,0.2,False,False,0.005968570709228516,0.0
0,second_test,180,0.2,False,False,0.006999015808105469,0.0
0,third_test,180,0.2,False,False,0.007003068923950195,0.0
1,dummy_test,180,0.2,False,False,0.005998849868774414,0.0
1,first_test,180,0.2,False,False,0.00599980354309082,0.0
1,second_test,180,0.2,False,False,0.006999492645263672,0.0
1,third_test,180,0.2,False,False,0.007999897003173828,0.0
2,dummy_test,180,0.2,False,False,0.0060007572174072266,0.0
2,first_test,180,0.2,False,False,0.007000923156738281,0.0
2,second_test,180,0.2,False,False,0.0060002803802490234,0.0
2,third_test,180,0.2,False,False,0.008002758026123047,0.0
0,dummy_test,190,0.2,False,False,0.007508039474487305,0.0
0,first_test,190,0.2,False,False,0.006999492645263672,0.0
0,second_test,190,0.2,False,False,0.00800013542175293,0.0
0,third_test,190,0.2,False,False,0.007999420166015625,0.0
1,dummy_test,190,0.2,False,False,0.0049784183502197266,0.0
1,first_test,190,0.2,False,False,0.0069997310638427734,0.0
1,second_test,190,0.2,False,False,0.007997512817382812,0.0
1,third_test,190,0.2,False,False,0.007008552551269531,0.0
2,dummy_test,190,0.2,False,False,0.004999876022338867,0.0
2,first_test,190,0.2,False,False,0.007999897003173828,0.0
2,second_test,190,0.2,False,False,0.007005453109741211,0.0
2,third_test,190,0.2,False,False,0.007002592086791992,0.0
0,dummy_test,200,0.2,False,False,0.005998849868774414,0.0009999275207519531
0,first_test,200,0.2,False,False,0.008735179901123047,0.0009999275207519531
0,second_test,200,0.2,False,False,0.008002281188964844,0.0009999275207519531
0,third_test,200,0.2,False,False,0.00899958610534668,0.0009999275207519531
1,dummy_test,200,0.2,False,False,0.006999015808105469,0.0
1,first_test,200,0.2,False,False,0.007998466491699219,0.0
1,second_test,200,0.2,False,False,0.009000301361083984,0.0
1,third_test,200,0.2,False,False,0.010006189346313477,0.0
2,dummy_test,200,0.2,False,False,0.0070002079010009766,0.0
2,first_test,200,0.2,False,False,0.007508039474487305,0.0
2,second_test,200,0.2,False,False,0.00800013542175293,0.0
2,third_test,200,0.2,False,False,0.008175373077392578,0.0
0,dummy_test,210,0.2,False,False,0.006999969482421875,0.0
0,first_test,210,0.2,False,False,0.00803375244140625,0.0
0,second_test,210,0.2,False,False,0.007967233657836914,0.0
0,third_test,210,0.2,False,False,0.009999990463256836,0.0
1,dummy_test,210,0.2,False,False,0.0069997310638427734,0.0
1,first_test,210,0.2,False,False,0.00800466537475586,0.0
1,second_test,210,0.2,False,False,0.009000539779663086,0.0
1,third_test,210,0.2,False,False,0.009515762329101562,0.0
2,dummy_test,210,0.2,False,False,0.007001161575317383,0.0
2,first_test,210,0.2,False,False,0.008998632431030273,0.0
2,second_test,210,0.2,False,False,0.01149892807006836,0.0
2,third_test,210,0.2,False,False,0.011073827743530273,0.0
0,dummy_test,220,0.2,False,False,0.008016109466552734,0.0
0,first_test,220,0.2,False,False,0.008985280990600586,0.0
0,second_test,220,0.2,False,False,0.011004209518432617,0.0
0,third_test,220,0.2,False,False,0.01151132583618164,0.0
1,dummy_test,220,0.2,False,False,0.007997512817382812,0.0
1,first_test,220,0.2,False,False,0.009000062942504883,0.0
1,second_test,220,0.2,False,False,0.009999752044677734,0.0
1,third_test,220,0.2,False,False,0.010001182556152344,0.0
2,dummy_test,220,0.2,False,False,0.008002758026123047,0.0
2,first_test,220,0.2,False,False,0.008995771408081055,0.0
2,second_test,220,0.2,False,False,0.009163141250610352,0.0
2,third_test,220,0.2,False,False,0.010614395141601562,0.0
0,dummy_test,230,0.2,False,False,0.008999347686767578,0.0
0,first_test,230,0.2,False,False,0.009999990463256836,0.0
0,second_test,230,0.2,False,False,0.01100015640258789,0.0
0,third_test,230,0.2,False,False,0.01200103759765625,0.0
1,dummy_test,230,0.2,False,False,0.010000467300415039,0.0
1,first_test,230,0.2,False,False,0.01100778579711914,0.0
1,second_test,230,0.2,False,False,0.011005163192749023,0.0
1,third_test,230,0.2,False,False,0.012511253356933594,0.0
2,dummy_test,230,0.2,False,False,0.009182453155517578,0.0
2,first_test,230,0.2,False,False,0.009149789810180664,0.0
2,second_test,230,0.2,False,False,0.012089014053344727,0.0
2,third_test,230,0.2,False,False,0.011147022247314453,0.0
0,dummy_test,240,0.2,False,False,0.009003639221191406,0.0
0,first_test,240,0.2,False,False,0.011000633239746094,0.0
0,second_test,240,0.2,False,False,0.011516571044921875,0.0
0,third_test,240,0.2,False,False,0.012410402297973633,0.0
1,dummy_test,240,0.2,False,False,0.009999513626098633,0.0
1,first_test,240,0.2,False,False,0.011002063751220703,0.0
1,second_test,240,0.2,False,False,0.010999917984008789,0.0
1,third_test,240,0.2,False,False,0.011997222900390625,0.0
2,dummy_test,240,0.2,False,False,0.00800013542175293,0.0010001659393310547
2,first_test,240,0.2,False,False,0.010536670684814453,0.0010001659393310547
2,second_test,240,0.2,False,False,0.011999845504760742,0.0010001659393310547
2,third_test,240,0.2,False,False,0.013002157211303711,0.0010001659393310547
0,dummy_test,250,0.2,False,False,0.011998176574707031,0.0
0,first_test,250,0.2,False,False,0.012009382247924805,0.0
0,second_test,250,0.2,False,False,0.013999700546264648,0.0
0,third_test,250,0.2,False,False,0.013002395629882812,0.0
1,dummy_test,250,0.2,False,False,0.009018898010253906,0.0010001659393310547
1,first_test,250,0.2,False,False,0.010978937149047852,0.0010001659393310547
1,second_test,250,0.2,False,False,0.012999534606933594,0.0010001659393310547
1,third_test,250,0.2,False,False,0.013105630874633789,0.0010001659393310547
2,dummy_test,250,0.2,False,False,0.009043216705322266,0.0009975433349609375
2,first_test,250,0.2,False,False,0.012962102890014648,0.0009975433349609375
2,second_test,250,0.2,False,False,0.013514280319213867,0.0009975433349609375
2,third_test,250,0.2,False,False,0.013002395629882812,0.0009975433349609375
0,dummy_test,260,0.2,False,False,0.011996984481811523,0.0010027885437011719
0,first_test,260,0.2,False,False,0.014039993286132812,0.0010027885437011719
0,second_test,260,0.2,False,False,0.015961408615112305,0.0010027885437011719
0,third_test,260,0.2,False,False,0.015004396438598633,0.0010027885437011719
1,dummy_test,260,0.2,False,False,0.010327339172363281,0.0
1,first_test,260,0.2,False,False,0.01231241226196289,0.0
1,second_test,260,0.2,False,False,0.013442277908325195,0.0
1,third_test,260,0.2,False,False,0.014431476593017578,0.0
2,dummy_test,260,0.2,False,False,0.009980916976928711,0.0
2,first_test,260,0.2,False,False,0.011990070343017578,0.0
2,second_test,260,0.2,False,False,0.014513731002807617,0.0
2,third_test,260,0.2,False,False,0.014137506484985352,0.0
0,dummy_test,270,0.2,False,False,0.011002779006958008,0.0009992122650146484
0,first_test,270,0.2,False,False,0.012252092361450195,0.0009992122650146484
0,second_test,270,0.2,False,False,0.01753377914428711,0.0009992122650146484
0,third_test,270,0.2,False,False,0.015418767929077148,0.0009992122650146484
1,dummy_test,270,0.2,False,False,0.014001131057739258,0.0
1,first_test,270,0.2,False,False,0.01599740982055664,0.0
1,second_test,270,0.2,False,False,0.018001556396484375,0.0
1,third_test,270,0.2,False,False,0.015006065368652344,0.0
2,dummy_test,270,0.2,False,False,0.01200413703918457,0.0
2,first_test,270,0.2,False,False,0.012545347213745117,0.0
2,second_test,270,0.2,False,False,0.015970945358276367,0.0
2,third_test,270,0.2,False,False,0.015997648239135742,0.0
0,dummy_test,280,0.2,False,False,0.01199960708618164,0.0
0,first_test,280,0.2,False,False,0.014000177383422852,0.0
0,second_test,280,0.2,False,False,0.02221512794494629,0.0
0,third_test,280,0.2,False,False,0.02002716064453125,0.0
1,dummy_test,280,0.2,False,False,0.01224827766418457,0.0
1,first_test,280,0.2,False,False,0.013414382934570312,0.0
1,second_test,280,0.2,False,False,0.01956939697265625,0.0
1,third_test,280,0.2,False,False,0.015405893325805664,0.0
2,dummy_test,280,0.2,False,False,0.012006759643554688,0.0
2,first_test,280,0.2,False,False,0.014005422592163086,0.0
2,second_test,280,0.2,False,False,0.01906108856201172,0.0
2,third_test,280,0.2,False,False,0.016969680786132812,0.0
0,dummy_test,290,0.2,False,False,0.012978553771972656,0.0010142326354980469
0,first_test,290,0.2,False,False,0.01402139663696289,0.0010142326354980469
0,second_test,290,0.2,False,False,0.020528078079223633,0.0010142326354980469
0,third_test,290,0.2,False,False,0.017967939376831055,0.0010142326354980469
1,dummy_test,290,0.2,False,False,0.015248775482177734,0.0
1,first_test,290,0.2,False,False,0.01617145538330078,0.0
1,second_test,290,0.2,False,False,0.019548654556274414,0.0
1,third_test,290,0.2,False,False,0.017485618591308594,0.0
2,dummy_test,290,0.2,False,False,0.012000560760498047,0.000997781753540039
2,first_test,290,0.2,False,False,0.017000198364257812,0.000997781753540039
2,second_test,290,0.2,False,False,0.01999950408935547,0.000997781753540039
2,third_test,290,0.2,False,False,0.019005537033081055,0.000997781753540039
0,dummy_test,300,0.2,False,False,0.01399993896484375,0.0
0,first_test,300,0.2,False,False,0.015002727508544922,0.0
0,second_test,300,0.2,False,False,0.020002365112304688,0.0
0,third_test,300,0.2,False,False,0.018995046615600586,0.0
1,dummy_test,300,0.2,False,False,0.012981891632080078,0.0009963512420654297
1,first_test,300,0.2,False,False,0.018984079360961914,0.0009963512420654297
1,second_test,300,0.2,False,False,0.018264293670654297,0.0009963512420654297
1,third_test,300,0.2,False,False,0.018457651138305664,0.0009963512420654297
2,dummy_test,300,0.2,False,False,0.014025688171386719,0.0
2,first_test,300,0.2,False,False,0.02033066749572754,0.0
2,second_test,300,0.2,False,False,0.022021770477294922,0.0
2,third_test,300,0.2,False,False,0.018978118896484375,0.0
0,dummy_test,310,0.2,False,False,0.014005422592163086,0.0009713172912597656
0,first_test,310,0.2,False,False,0.016453981399536133,0.0009713172912597656
0,second_test,310,0.2,False,False,0.019015073776245117,0.0009713172912597656
0,third_test,310,0.2,False,False,0.021819114685058594,0.0009713172912597656
1,dummy_test,310,0.2,False,False,0.01529073715209961,0.0
1,first_test,310,0.2,False,False,0.017990589141845703,0.0
1,second_test,310,0.2,False,False,0.02475571632385254,0.0
1,third_test,310,0.2,False,False,0.019571542739868164,0.0
2,dummy_test,310,0.2,False,False,0.01600027084350586,0.0010020732879638672
2,first_test,310,0.2,False,False,0.01960134506225586,0.0010020732879638672
2,second_test,310,0.2,False,False,0.02133655548095703,0.0010020732879638672
2,third_test,310,0.2,False,False,0.022277116775512695,0.0010020732879638672
0,dummy_test,320,0.2,False,False,0.015999555587768555,0.0
0,first_test,320,0.2,False,False,0.019106149673461914,0.0
0,second_test,320,0.2,False,False,0.022245407104492188,0.0
0,third_test,320,0.2,False,False,0.022324085235595703,0.0
1,dummy_test,320,0.2,False,False,0.016000032424926758,0.0
1,first_test,320,0.2,False,False,0.018507719039916992,0.0
1,second_test,320,0.2,False,False,0.02299952507019043,0.0
1,third_test,320,0.2,False,False,0.022002220153808594,0.0
2,dummy_test,320,0.2,False,False,0.0169980525970459,0.0
2,first_test,320,0.2,False,False,0.019510507583618164,0.0
2,second_test,320,0.2,False,False,0.02299976348876953,0.0
2,third_test,320,0.2,False,False,0.023720264434814453,0.0
0,dummy_test,330,0.2,False,False,0.01638317108154297,0.0
0,first_test,330,0.2,False,False,0.02054142951965332,0.0
0,second_test,330,0.2,False,False,0.02452230453491211,0.0
0,third_test,330,0.2,False,False,0.022559165954589844,0.0
1,dummy_test,330,0.2,False,False,0.016468048095703125,0.0
1,first_test,330,0.2,False,False,0.01973557472229004,0.0
1,second_test,330,0.2,False,False,0.026723623275756836,0.0
1,third_test,330,0.2,False,False,0.025240659713745117,0.0
2,dummy_test,330,0.2,False,False,0.016640186309814453,0.0
2,first_test,330,0.2,False,False,0.01963520050048828,0.0
2,second_test,330,0.2,False,False,0.028980016708374023,0.0
2,third_test,330,0.2,False,False,0.02521514892578125,0.0
0,dummy_test,340,0.2,False,False,0.018997907638549805,0.0
0,first_test,340,0.2,False,False,0.02201247215270996,0.0
0,second_test,340,0.2,False,False,0.029989004135131836,0.0
0,third_test,340,0.2,False,False,0.02734375,0.0
1,dummy_test,340,0.2,False,False,0.019169092178344727,0.0
1,first_test,340,0.2,False,False,0.021358966827392578,0.0
1,second_test,340,0.2,False,False,0.03273725509643555,0.0
1,third_test,340,0.2,False,False,0.025118112564086914,0.0
2,dummy_test,340,0.2,False,False,0.01822972297668457,0.0010170936584472656
2,first_test,340,0.2,False,False,0.022072792053222656,0.0010170936584472656
2,second_test,340,0.2,False,False,0.03000926971435547,0.0010170936584472656
2,third_test,340,0.2,False,False,0.02868795394897461,0.0010170936584472656
0,dummy_test,350,0.2,False,False,0.018007278442382812,0.0
0,first_test,350,0.2,False,False,0.02354288101196289,0.0
0,second_test,350,0.2,False,False,0.03700137138366699,0.0
0,third_test,350,0.2,False,False,0.028027057647705078,0.0
1,dummy_test,350,0.2,False,False,0.020000934600830078,0.0
1,first_test,350,0.2,False,False,0.023141145706176758,0.0
1,second_test,350,0.2,False,False,0.03686666488647461,0.0
1,third_test,350,0.2,False,False,0.027148008346557617,0.0
2,dummy_test,350,0.2,False,False,0.018999338150024414,0.0010020732879638672
2,first_test,350,0.2,False,False,0.024003028869628906,0.0010020732879638672
2,second_test,350,0.2,False,False,0.03351879119873047,0.0010020732879638672
2,third_test,350,0.2,False,False,0.026998043060302734,0.0010020732879638672
0,dummy_test,360,0.2,False,False,0.024974346160888672,0.001024007797241211
0,first_test,360,0.2,False,False,0.026508331298828125,0.001024007797241211
0,second_test,360,0.2,False,False,0.03799915313720703,0.001024007797241211
0,third_test,360,0.2,False,False,0.030703306198120117,0.001024007797241211
1,dummy_test,360,0.2,False,False,0.02126908302307129,0.0
1,first_test,360,0.2,False,False,0.0252382755279541,0.0
1,second_test,360,0.2,False,False,0.03431963920593262,0.0
1,third_test,360,0.2,False,False,0.02875041961669922,0.0
2,dummy_test,360,0.2,False,False,0.020999908447265625,0.0
2,first_test,360,0.2,False,False,0.025271177291870117,0.0
2,second_test,360,0.2,False,False,0.03551483154296875,0.0
2,third_test,360,0.2,False,False,0.029052257537841797,0.0
0,dummy_test,370,0.2,False,False,0.021993637084960938,0.001018524169921875
0,first_test,370,0.2,False,False,0.024367332458496094,0.001018524169921875
0,second_test,370,0.2,False,False,0.035161495208740234,0.001018524169921875
0,third_test,370,0.2,False,False,0.03397417068481445,0.001018524169921875
1,dummy_test,370,0.2,False,False,0.02201104164123535,0.0
1,first_test,370,0.2,False,False,0.023980140686035156,0.0
1,second_test,370,0.2,False,False,0.03517603874206543,0.0
1,third_test,370,0.2,False,False,0.028717041015625,0.0
2,dummy_test,370,0.2,False,False,0.02063894271850586,0.0009789466857910156
2,first_test,370,0.2,False,False,0.02378702163696289,0.0009789466857910156
2,second_test,370,0.2,False,False,0.03483772277832031,0.0009789466857910156
2,third_test,370,0.2,False,False,0.028859376907348633,0.0009789466857910156
0,dummy_test,380,0.2,False,False,0.022042036056518555,0.0
0,first_test,380,0.2,False,False,0.025719165802001953,0.0
0,second_test,380,0.2,False,False,0.03807950019836426,0.0
0,third_test,380,0.2,False,False,0.031273841857910156,0.0
1,dummy_test,380,0.2,False,False,0.021999835968017578,0.0
1,first_test,380,0.2,False,False,0.026996135711669922,0.0
1,second_test,380,0.2,False,False,0.03750920295715332,0.0
1,third_test,380,0.2,False,False,0.03000020980834961,0.0
2,dummy_test,380,0.2,False,False,0.02150869369506836,0.0
2,first_test,380,0.2,False,False,0.02499985694885254,0.0
2,second_test,380,0.2,False,False,0.03299999237060547,0.0
2,third_test,380,0.2,False,False,0.030003070831298828,0.0
0,dummy_test,390,0.2,False,False,0.023000001907348633,0.0
0,first_test,390,0.2,False,False,0.03101491928100586,0.0
0,second_test,390,0.2,False,False,0.04197549819946289,0.0
0,third_test,390,0.2,False,False,0.03373432159423828,0.0
